Category*,End Date*,Purpose*,Start Date*,Start*,Stop*,Miles*
Business,13-03-2016 21:23:00,Meal/Entertain,13-03-2016 21:11:00,North Austin,Coxville,7.2
Business,13-03-2016 22:39:00,,13-03-2016 22:19:00,Coxville,The Drag,12.5
Business,14-03-2016 08:49:00,Errand/Supplies,14-03-2016 08:34:00,The Drag,South Congress,2
Business,14-03-2016 18:55:00,,14-03-2016 18:39:00,South Congress,The Drag,2.7
Business,15-03-2016 08:57:00,Meal/Entertain,15-03-2016 08:45:00,The Drag,Convention Center District,2
Business,15-03-2016 21:01:00,Meal/Entertain,15-03-2016 20:48:00,Downtown,The Drag,2.8
Business,16-03-2016 11:45:00,Meal/Entertain,16-03-2016 11:34:00,The Drag,Congress Ave District,1.7
Business,16-03-2016 14:55:00,,16-03-2016 14:44:00,Convention Center District,West University,2
Business,16-03-2016 18:56:00,Meal/Entertain,16-03-2016 18:43:00,West University,Congress Ave District,2.1
Personal,17-03-2016 00:44:00,,17-03-2016 00:33:00,Downtown,The Drag,1.7
Business,17-03-2016 15:11:00,Customer Visit,17-03-2016 12:52:00,Austin,Katy,136
Business,17-03-2016 15:58:00,Meeting,17-03-2016 15:16:00,Katy,Houston,30.2
Business,17-03-2016 18:02:00,Meal/Entertain,17-03-2016 17:20:00,Midtown,Alief,15.5
Personal,17-03-2016 19:09:00,,17-03-2016 18:47:00,Houston,Houston,4.9
Personal,17-03-2016 21:28:00,,17-03-2016 20:57:00,Houston,Houston,12.6
Personal,17-03-2016 22:04:00,,17-03-2016 21:48:00,Sharpstown,Midtown,10.4
Business,18-03-2016 07:21:00,Meal/Entertain,18-03-2016 07:15:00,Midtown,Midtown,1.1
Business,18-03-2016 08:43:00,Meal/Entertain,18-03-2016 08:35:00,Midtown,Midtown,1.1
Business,18-03-2016 19:08:00,Meeting,18-03-2016 18:24:00,Midtown,Sharpstown,13.2
Business,18-03-2016 19:29:00,Errand/Supplies,18-03-2016 19:23:00,Sharpstown,Sharpstown,1
Business,18-03-2016 21:15:00,Customer Visit,18-03-2016 21:01:00,Sharpstown,Midtown,9.2
Business,19-03-2016 09:25:00,Meal/Entertain,19-03-2016 09:10:00,Midtown,Sharpstown,9.4
Business,19-03-2016 13:13:00,Customer Visit,19-03-2016 12:50:00,Houston,Sugar Land,12
Business,19-03-2016 14:57:00,Customer Visit,19-03-2016 14:01:00,Sugar Land,Houston,35.1
Business,19-03-2016 16:38:00,Meal/Entertain,19-03-2016 15:34:00,Houston,Galveston,36.5
Business,19-03-2016 17:32:00,Meal/Entertain,19-03-2016 17:17:00,Galveston,Port Bolivar,3.1
Business,19-03-2016 17:47:00,Errand/Supplies,19-03-2016 17:37:00,Port Bolivar,Port Bolivar,2.1
Business,19-03-2016 18:00:00,,19-03-2016 17:52:00,Port Bolivar,Port Bolivar,1.2
Business,19-03-2016 19:29:00,Meeting,19-03-2016 18:53:00,Port Bolivar,Galveston,7.5
Business,19-03-2016 20:39:00,Customer Visit,19-03-2016 19:33:00,Galveston,Houston,57
Business,20-03-2016 07:48:00,Meeting,20-03-2016 07:37:00,Midtown,Washington Avenue,5.9
Business,20-03-2016 11:56:00,Meeting,20-03-2016 11:42:00,Washington Avenue,Midtown,6.2
Business,20-03-2016 17:34:00,,20-03-2016 17:08:00,Midtown,Sharpstown,10.4
Personal,20-03-2016 18:40:00,,20-03-2016 18:34:00,Sharpstown,Briar Meadow,1.2
Business,20-03-2016 19:06:00,Customer Visit,20-03-2016 18:45:00,Briar Meadow,Midtown,9.6
Personal,21-03-2016 10:26:00,,21-03-2016 10:21:00,Midtown,Downtown,1
Business,21-03-2016 16:13:00,Meal/Entertain,21-03-2016 16:05:00,Downtown,Midtown,0.9
Business,21-03-2016 19:15:00,,21-03-2016 18:59:00,Midtown,Sharpstown,8.8
Business,21-03-2016 20:55:00,Meal/Entertain,21-03-2016 20:18:00,Sharpstown,Midtown,25.6
Business,22-03-2016 06:43:00,Meal/Entertain,22-03-2016 06:17:00,Midtown,Greater Greenspoint,23
Personal,22-03-2016 12:24:00,,22-03-2016 12:06:00,Morrisville,Cary,8.1
Personal,22-03-2016 19:25:00,,22-03-2016 19:12:00,Whitebridge,Whitebridge,1.4
Personal,23-03-2016 14:42:00,,23-03-2016 14:37:00,Whitebridge,Preston,1.7
Personal,23-03-2016 14:59:00,,23-03-2016 14:53:00,Preston,Whitebridge,1.6
Personal,24-03-2016 19:54:00,,24-03-2016 19:47:00,Whitebridge,Westpark Place,2
Business,24-03-2016 20:40:00,,24-03-2016 20:34:00,Westpark Place,Whitebridge,2.2
Business,25-03-2016 16:22:00,Customer Visit,25-03-2016 13:24:00,Cary,Latta,144
Business,25-03-2016 22:22:00,Customer Visit,25-03-2016 16:52:00,Latta,Jacksonville,310.3
Business,26-03-2016 01:39:00,Meeting,25-03-2016 22:54:00,Jacksonville,Kissimmee,201
Personal,26-03-2016 14:29:00,,26-03-2016 14:05:00,Couples Glen,Isles of Buena Vista,6.7
Personal,26-03-2016 15:49:00,,26-03-2016 15:19:00,Kissimmee,Orlando,8.8
Personal,26-03-2016 16:30:00,,26-03-2016 16:26:00,Lake Reams,Lake Reams,1.2
Business,27-03-2016 00:40:00,Errand/Supplies,27-03-2016 00:31:00,Lake Reams,Lake Reams,2.1
Business,27-03-2016 01:23:00,Meal/Entertain,27-03-2016 01:11:00,Orlando,Kissimmee,6.6
Business,27-03-2016 15:56:00,Customer Visit,27-03-2016 15:31:00,Kissimmee,Orlando,6.1
Personal,27-03-2016 21:41:00,,27-03-2016 21:26:00,Orlando,Orlando,6.9
Personal,27-03-2016 23:18:00,,27-03-2016 23:04:00,Orlando,Kissimmee,7.3
Personal,28-03-2016 12:42:00,,28-03-2016 12:29:00,Kissimmee,Orlando,3.6
Personal,28-03-2016 20:23:00,,28-03-2016 19:30:00,Couples Glen,Vista East,27.2
Personal,28-03-2016 23:26:00,,28-03-2016 22:55:00,Orlando,Kissimmee,25.7
Personal,29-03-2016 16:11:00,,29-03-2016 15:27:00,Kissimmee,Orlando,13.6
Personal,29-03-2016 18:39:00,,29-03-2016 18:20:00,Sand Lake Commons,Sky Lake,6.2
Personal,29-03-2016 20:44:00,,29-03-2016 20:29:00,Sky Lake,Sand Lake Commons,6
Personal,29-03-2016 23:21:00,,29-03-2016 23:04:00,Orlando,Kissimmee,13.8
Business,30-03-2016 22:55:00,Meal/Entertain,30-03-2016 22:05:00,Orlando,Kissimmee,28.8
Business,31-03-2016 13:22:00,Temporary Site,31-03-2016 12:47:00,Kissimmee,Orlando,16.1
Business,31-03-2016 15:09:00,Meal/Entertain,31-03-2016 14:37:00,Orlando,Kissimmee,16.4
Business,01-04-2016 14:01:00,Meeting,01-04-2016 13:43:00,Kissimmee,Kissimmee,11
Business,01-04-2016 15:24:00,Customer Visit,01-04-2016 14:36:00,Kissimmee,Orlando,15.5
Business,01-04-2016 16:49:00,Meeting,01-04-2016 16:01:00,Orlando,Kissimmee,20.3
Personal,01-04-2016 16:57:00,,01-04-2016 16:52:00,Kissimmee,Kissimmee,0.7
Personal,02-04-2016 09:04:00,,02-04-2016 08:48:00,Kissimmee,Kissimmee,5.5
Personal,02-04-2016 11:16:00,,02-04-2016 11:01:00,Kissimmee,Kissimmee,5.1
Business,02-04-2016 14:47:00,Customer Visit,02-04-2016 12:21:00,Kissimmee,Daytona Beach,77.3
Business,02-04-2016 18:09:00,Customer Visit,02-04-2016 16:57:00,Daytona Beach,Jacksonville,80.5
Business,02-04-2016 22:36:00,Customer Visit,02-04-2016 19:38:00,Jacksonville,Ridgeland,174.2
Business,03-04-2016 01:34:00,Meeting,02-04-2016 23:11:00,Ridgeland,Florence,144
Business,03-04-2016 04:16:00,Meeting,03-04-2016 02:00:00,Florence,Cary,159.3
Business,05-04-2016 21:55:00,Meal/Entertain,05-04-2016 21:39:00,Whitebridge,Wayne Ridge,7.9
Business,06-04-2016 00:39:00,Meal/Entertain,06-04-2016 00:19:00,Wayne Ridge,Whitebridge,8
Business,07-04-2016 18:39:00,Meal/Entertain,07-04-2016 18:20:00,Cary,Morrisville,6.1
Business,07-04-2016 20:00:00,Errand/Supplies,07-04-2016 19:45:00,Morrisville,Cary,6.1
Business,08-04-2016 12:48:00,Meeting,08-04-2016 12:30:00,Cary,Durham,10.5
Business,08-04-2016 13:51:00,Meal/Entertain,08-04-2016 13:34:00,Durham,Cary,8.7
Business,08-04-2016 14:03:00,Errand/Supplies,08-04-2016 13:55:00,Westpark Place,Whitebridge,1.8
Business,08-04-2016 15:20:00,Meeting,08-04-2016 14:43:00,Cary,Raleigh,19.1
Business,08-04-2016 16:47:00,Meeting,08-04-2016 16:05:00,Raleigh,Cary,18.6
Business,12-04-2016 09:26:00,Errand/Supplies,12-04-2016 09:15:00,Whitebridge,Edgehill Farms,2.8
Business,12-04-2016 09:53:00,Meeting,12-04-2016 09:34:00,Cary,Raleigh,8.9
Business,12-04-2016 11:18:00,Customer Visit,12-04-2016 10:58:00,Meredith,Cedar Hill,7.5
Business,12-04-2016 12:44:00,Meeting,12-04-2016 12:22:00,Raleigh,Morrisville,15.9
Business,12-04-2016 14:01:00,Meal/Entertain,12-04-2016 13:42:00,Morrisville,Cary,6.5
Business,14-04-2016 08:09:00,Temporary Site,14-04-2016 07:29:00,Cary,Holly Springs,15.3
Business,14-04-2016 16:43:00,Temporary Site,14-04-2016 16:00:00,Holly Springs,Cary,13.7
Business,15-04-2016 12:07:00,Temporary Site,15-04-2016 11:36:00,Cary,Raleigh,11.9
Business,15-04-2016 12:32:00,Errand/Supplies,15-04-2016 12:29:00,Meredith Townes,Harden Place,1.4
Business,15-04-2016 15:01:00,Meeting,15-04-2016 14:31:00,Raleigh,Cary,15.2
Business,16-04-2016 13:17:00,Errand/Supplies,16-04-2016 12:59:00,Cary,Morrisville,6
Business,16-04-2016 15:26:00,Meal/Entertain,16-04-2016 15:10:00,Morrisville,Cary,6.1
Business,19-04-2016 18:08:00,Meal/Entertain,19-04-2016 17:44:00,Whitebridge,Wayne Ridge,8.2
Business,19-04-2016 20:19:00,Meal/Entertain,19-04-2016 19:57:00,Wayne Ridge,Whitebridge,8
Business,22-04-2016 09:04:00,Meeting,22-04-2016 08:25:00,Cary,Raleigh,13.6
Business,22-04-2016 10:40:00,Meeting,22-04-2016 10:10:00,Raleigh,Cary,22.5
Business,22-04-2016 12:28:00,Meeting,22-04-2016 12:08:00,Cary,Durham,10.4
Business,22-04-2016 13:26:00,Meeting,22-04-2016 13:02:00,Durham,Cary,10
Business,23-04-2016 17:16:00,Meal/Entertain,23-04-2016 17:03:00,Whitebridge,Tanglewood,6
Business,23-04-2016 19:05:00,Meal/Entertain,23-04-2016 18:49:00,Tanglewood,Whitebridge,6.5
Business,24-04-2016 19:16:00,Errand/Supplies,24-04-2016 19:07:00,Cary,Morrisville,3.1
Business,24-04-2016 19:52:00,Errand/Supplies,24-04-2016 19:46:00,Chessington,Chessington,1.9
Business,24-04-2016 21:50:00,Between Offices,24-04-2016 21:41:00,Morrisville,Cary,4.2
Business,27-04-2016 13:40:00,Between Offices,27-04-2016 13:30:00,Whitebridge,Burtrose,4.9
Business,27-04-2016 14:25:00,Between Offices,27-04-2016 14:13:00,Burtrose,Whitebridge,4.8
Business,28-04-2016 12:34:00,Customer Visit,28-04-2016 12:09:00,Cary,Raleigh,12.4
Business,28-04-2016 13:49:00,Customer Visit,28-04-2016 13:30:00,Raleigh,Cary,32.8
Business,28-04-2016 22:28:00,Customer Visit,28-04-2016 22:10:00,Morrisville,Cary,5.5
Business,29-04-2016 12:01:00,Meeting,29-04-2016 11:44:00,Cary,Durham,9.9
Business,29-04-2016 13:34:00,Meeting,29-04-2016 13:13:00,Durham,Cary,10
Business,29-04-2016 19:18:00,Customer Visit,29-04-2016 18:46:00,Cary,Durham,14.2
Business,29-04-2016 23:19:00,Meeting,29-04-2016 22:44:00,Durham,Cary,18.2
Business,30-04-2016 18:57:00,Meal/Entertain,30-04-2016 18:42:00,Whitebridge,Waverly Place,7.7
Business,30-04-2016 22:34:00,,30-04-2016 22:16:00,Waverly Place,Whitebridge,6.8
Business,01-05-2016 13:53:00,Meal/Entertain,01-05-2016 13:45:00,Whitebridge,Westpark Place,2.1
Business,01-05-2016 14:31:00,,01-05-2016 14:26:00,Westpark Place,Whitebridge,2.3
Business,01-05-2016 17:45:00,Between Offices,01-05-2016 17:33:00,Whitebridge,Tanglewood,6.2
Business,01-05-2016 18:10:00,Meeting,01-05-2016 17:54:00,Tanglewood,Parkway,7.5
Business,01-05-2016 22:49:00,Errand/Supplies,01-05-2016 22:38:00,Parkway,Whitebridge,3.1
Business,02-05-2016 14:21:00,Errand/Supplies,02-05-2016 14:14:00,Whitebridge,Westpark Place,2.2
Business,02-05-2016 15:48:00,Meal/Entertain,02-05-2016 15:37:00,Westpark Place,Whitebridge,3.9
Business,03-05-2016 22:28:00,Meal/Entertain,03-05-2016 22:20:00,Morrisville,Cary,2.5
Business,04-05-2016 15:37:00,Meal/Entertain,04-05-2016 15:16:00,Cary,Morrisville,8.7
Business,04-05-2016 21:14:00,Errand/Supplies,04-05-2016 20:55:00,Mcvan,Capitol One,14.5
Business,04-05-2016 21:36:00,Meal/Entertain,04-05-2016 21:30:00,Capitol One,University District,4.5
Business,04-05-2016 22:27:00,Meal/Entertain,04-05-2016 22:19:00,University District,Capitol One,5
Business,05-05-2016 21:36:00,Meal/Entertain,05-05-2016 21:24:00,Seattle,Redmond,14.2
Business,05-05-2016 22:40:00,Errand/Supplies,05-05-2016 22:34:00,Redmond,Bellevue,2.9
Business,06-05-2016 00:08:00,Meeting,05-05-2016 23:55:00,Bellevue,Seattle,12.9
Business,06-05-2016 06:02:00,Meeting,06-05-2016 05:47:00,Capitol One,Mcvan,14.4
Business,06-05-2016 16:59:00,Meeting,06-05-2016 16:45:00,Chapel Hill,Morrisville,17
Business,06-05-2016 17:44:00,Customer Visit,06-05-2016 17:18:00,Morrisville,Cary,7.9
Business,09-05-2016 06:25:00,Customer Visit,09-05-2016 06:08:00,Cary,Morrisville,8.4
Business,09-05-2016 15:06:00,Between Offices,09-05-2016 14:39:00,San Francisco,Palo Alto,20.5
Business,09-05-2016 18:26:00,Customer Visit,09-05-2016 17:58:00,Palo Alto,Sunnyvale,9.8
Business,09-05-2016 19:59:00,Customer Visit,09-05-2016 19:35:00,Sunnyvale,Newark,17.6
Business,10-05-2016 09:20:00,Customer Visit,10-05-2016 09:03:00,Newark,Menlo Park,9.3
Business,10-05-2016 17:31:00,Customer Visit,10-05-2016 17:19:00,Menlo Park,Newark,7.9
Business,11-05-2016 09:12:00,Meeting,11-05-2016 08:35:00,Newark,San Francisco,25.6
Business,11-05-2016 22:04:00,Meeting,11-05-2016 21:47:00,Morrisville,Cary,8.1
Business,14-05-2016 18:39:00,Meal/Entertain,14-05-2016 18:35:00,Cary,Morrisville,3.1
Business,14-05-2016 23:05:00,Meal/Entertain,14-05-2016 23:01:00,Morrisville,Cary,3.1
Business,17-05-2016 13:23:00,Errand/Supplies,17-05-2016 13:15:00,Whitebridge,Preston,2.8
Business,17-05-2016 14:08:00,Errand/Supplies,17-05-2016 13:56:00,Preston,Westpark Place,2.7
Business,17-05-2016 14:40:00,Errand/Supplies,17-05-2016 14:34:00,Westpark Place,Whitebridge,1.9
Business,18-05-2016 09:41:00,Customer Visit,18-05-2016 09:11:00,Cary,Morrisville,8.4
Business,18-05-2016 13:02:00,Customer Visit,18-05-2016 13:00:00,Morrisville,Raleigh,7.6
Business,19-05-2016 15:01:00,Meal/Entertain,19-05-2016 14:37:00,Old City,Parkway Museums,2.9
Business,20-05-2016 11:07:00,Meeting,20-05-2016 10:56:00,Old City,Hog Island,11.2
Business,20-05-2016 16:12:00,Meal/Entertain,20-05-2016 15:43:00,Morrisville,Cary,8.2
Business,22-05-2016 15:46:00,Meal/Entertain,22-05-2016 15:39:00,Cary,Morrisville,3
Business,22-05-2016 18:53:00,Meal/Entertain,22-05-2016 18:46:00,Morrisville,Cary,2.5
Business,23-05-2016 20:27:00,Meal/Entertain,23-05-2016 20:19:00,Whitebridge,Savon Height,3.6
Business,23-05-2016 21:21:00,Errand/Supplies,23-05-2016 21:09:00,Savon Height,Whitebridge,3.6
Business,27-05-2016 20:30:00,Errand/Supplies,27-05-2016 20:26:00,Whitebridge,Kildaire Farms,4.5
Business,27-05-2016 20:53:00,,27-05-2016 20:47:00,Savon Height,Kilarney Woods,1.2
Business,27-05-2016 22:14:00,Errand/Supplies,27-05-2016 22:11:00,Kilarney Woods,Kildaire Farms,1.7
Business,28-05-2016 00:21:00,Errand/Supplies,28-05-2016 00:15:00,Kilarney Woods,Whitebridge,4.7
Business,28-05-2016 13:06:00,Meal/Entertain,28-05-2016 12:52:00,Cary,Morrisville,6.1
Business,28-05-2016 15:04:00,Customer Visit,28-05-2016 14:35:00,Morrisville,Cary,11.3
Business,31-05-2016 14:41:00,Meeting,31-05-2016 13:54:00,Cary,Raleigh,14.9
Business,31-05-2016 16:39:00,Meeting,31-05-2016 16:02:00,Raleigh,Cary,14
Business,31-05-2016 17:59:00,,31-05-2016 17:50:00,Westpark Place,Whitebridge,1.8
Business,01-06-2016 10:47:00,Customer Visit,01-06-2016 10:19:00,Cary,Morrisville,6.7
Business,01-06-2016 13:39:00,Meeting,01-06-2016 13:10:00,Morrisville,Cary,9.6
Business,03-06-2016 11:49:00,Meeting,03-06-2016 11:29:00,Cary,Durham,10.4
Business,03-06-2016 13:38:00,Meeting,03-06-2016 13:08:00,Durham,Cary,9.9
Business,03-06-2016 15:54:00,Meal/Entertain,03-06-2016 15:31:00,Cary,Morrisville,6
Business,03-06-2016 18:29:00,Errand/Supplies,03-06-2016 18:14:00,Townes at Everett Crossing,Chessington,3.3
Business,03-06-2016 18:53:00,Errand/Supplies,03-06-2016 18:41:00,Morrisville,Cary,3.1
Business,03-06-2016 19:42:00,Errand/Supplies,03-06-2016 19:36:00,Huntington Woods,Weston,1.7
Business,03-06-2016 23:06:00,Between Offices,03-06-2016 22:47:00,Morrisville,Cary,4
Business,05-06-2016 14:33:00,Customer Visit,05-06-2016 14:03:00,Whitebridge,Savon Height,7.8
Business,05-06-2016 15:22:00,Customer Visit,05-06-2016 15:06:00,Cary,Morrisville,7.8
Business,05-06-2016 16:08:00,Meal/Entertain,05-06-2016 15:57:00,Weston,Weston,3.8
Business,05-06-2016 18:14:00,Meal/Entertain,05-06-2016 18:05:00,Morrisville,Cary,2.5
Business,05-06-2016 22:05:00,Meeting,05-06-2016 21:53:00,Cary,Durham,9.9
Business,06-06-2016 00:08:00,Meeting,05-06-2016 23:52:00,Durham,Cary,9.9
Business,06-06-2016 15:45:00,Errand/Supplies,06-06-2016 15:36:00,Whitebridge,Hazelwood,3
Business,06-06-2016 16:24:00,Errand/Supplies,06-06-2016 16:16:00,Hazelwood,Whitebridge,2.4
Business,06-06-2016 20:20:00,Meal/Entertain,06-06-2016 20:06:00,Cary,Apex,5.7
Business,06-06-2016 21:37:00,Meal/Entertain,06-06-2016 21:08:00,Apex,Cary,7.2
Business,06-06-2016 22:00:00,Meeting,06-06-2016 21:41:00,Cary,Durham,10.4
Business,06-06-2016 23:48:00,Meeting,06-06-2016 23:34:00,Durham,Cary,9.9
Business,07-06-2016 22:00:00,Meeting,07-06-2016 21:42:00,Cary,Durham,10.4
Business,08-06-2016 00:04:00,Meeting,07-06-2016 23:41:00,Durham,Cary,9.9
Business,08-06-2016 08:53:00,Meal/Entertain,08-06-2016 08:23:00,Cary,Morrisville,8.7
Business,08-06-2016 13:01:00,Errand/Supplies,08-06-2016 12:04:00,Jamaica,New York,22.3
Business,08-06-2016 13:29:00,Meal/Entertain,08-06-2016 13:12:00,Seaport,Gramercy-Flatiron,3.3
Business,08-06-2016 14:37:00,Errand/Supplies,08-06-2016 14:31:00,Medical Centre,Tudor City,0.7
Business,08-06-2016 17:11:00,Meal/Entertain,08-06-2016 16:55:00,Rose Hill,Soho,2.5
Business,08-06-2016 17:18:00,Errand/Supplies,08-06-2016 17:16:00,Soho,Tribeca,0.5
Business,08-06-2016 18:05:00,Errand/Supplies,08-06-2016 17:59:00,Tribeca,Financial District,0.9
Business,08-06-2016 20:25:00,Errand/Supplies,08-06-2016 20:11:00,Financial District,Kips Bay,4.8
Business,10-06-2016 16:28:00,Meeting,10-06-2016 15:19:00,New York,Jamaica,16.3
Business,10-06-2016 22:04:00,Meeting,10-06-2016 21:47:00,Cary,Durham,10.4
Business,11-06-2016 00:01:00,Meeting,10-06-2016 23:53:00,Durham,Cary,9.9
Business,11-06-2016 17:16:00,Errand/Supplies,11-06-2016 17:08:00,Cary,Morrisville,3.7
Business,11-06-2016 17:39:00,Meal/Entertain,11-06-2016 17:34:00,Morrisville,Cary,4.6
Business,11-06-2016 17:56:00,,11-06-2016 17:50:00,Westpark Place,Whitebridge,1.7
Business,11-06-2016 22:04:00,Meeting,11-06-2016 21:45:00,Cary,Durham,10.4
Business,12-06-2016 00:05:00,Meeting,11-06-2016 23:39:00,Durham,Cary,9.9
Business,12-06-2016 19:56:00,Meal/Entertain,12-06-2016 19:53:00,Cary,Morrisville,2.5
Business,12-06-2016 20:16:00,Errand/Supplies,12-06-2016 20:05:00,Morrisville,Cary,4.3
Business,12-06-2016 22:19:00,Errand/Supplies,12-06-2016 21:58:00,Parkway,Whitebridge,2.8
Business,13-06-2016 05:42:00,Meal/Entertain,13-06-2016 05:23:00,Cary,Morrisville,8.4
Business,13-06-2016 14:46:00,Meeting,13-06-2016 14:17:00,Oakland,Emeryville,13.2
Business,13-06-2016 18:47:00,Meal/Entertain,13-06-2016 18:08:00,Emeryville,Berkeley,3.9
Business,13-06-2016 19:23:00,Meal/Entertain,13-06-2016 18:54:00,Berkeley,Oakland,5.1
Business,13-06-2016 20:05:00,Customer Visit,13-06-2016 20:00:00,Oakland,Unknown Location,5.2
Business,14-06-2016 12:21:00,,14-06-2016 12:03:00,Emeryville,San Francisco,9.8
Business,14-06-2016 16:39:00,Meeting,14-06-2016 16:09:00,San Francisco,Emeryville,11.6
Business,14-06-2016 17:24:00,Meeting,14-06-2016 17:15:00,Emeryville,Oakland,5.1
Business,14-06-2016 17:57:00,Errand/Supplies,14-06-2016 17:27:00,Downtown,Bay Farm Island,9.3
Business,15-06-2016 02:06:00,Between Offices,15-06-2016 01:46:00,Kenner,New Orleans,12.4
Business,15-06-2016 15:34:00,Between Offices,15-06-2016 15:26:00,CBD,Lower Garden District,1.9
Business,15-06-2016 17:02:00,Customer Visit,15-06-2016 16:37:00,Lower Garden District,Lakeview,6.4
Personal,15-06-2016 17:49:00,,15-06-2016 17:29:00,Lakeview,Storyville,5.5
